time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-13T19:23:55.000Z,38.7675,-122.622,5.41,0.61,md,19,122,0.04603,0.08,nc,nc73340725,2020-02-14T02:44:02.919Z,"2km NNW of Middletown, CA",earthquake,0.31,0.51,0.153,4,reviewed,nc,nc
2020-02-13T19:23:33.705Z,54.0972,109.1851,10,4.5,mb,,153,4.137,0.42,us,us70007pld,2020-02-14T00:32:49.040Z,"60km NNW of Barguzin, Russia",earthquake,6.6,1.9,0.09,36,reviewed,us,us
2020-02-13T19:20:29.520Z,37.4155,-118.5593333,2.36,2.09,md,29,79,0.06231,0.07,nc,nc73340710,2020-02-15T01:19:02.531Z,"3km E of Round Valley, CA",earthquake,0.19,0.63,0.254,32,reviewed,nc,nc
2020-02-13T19:19:21.070Z,35.7748333,-117.5573333,5.44,0.92,ml,15,135,0.05228,0.12,ci,ci39070575,2020-02-13T21:16:15.918Z,"14km W of Searles Valley, CA",earthquake,0.34,0.85,0.248,11,reviewed,ci,ci
2020-02-13T19:12:10.020Z,37.4061667,-118.551,4.96,1.27,md,9,115,0.05381,0.04,nc,nc71111979,2020-02-14T04:36:03.584Z,"4km ESE of Round Valley, CA",earthquake,1.71,3.44,0.165,9,reviewed,nc,nc
2020-02-13T19:11:54.330Z,38.7918333,-122.7521667,0.87,1,md,36,58,0.01058,0.07,nc,nc73340705,2020-02-14T02:15:04.749Z,"2km NNE of The Geysers, CA",earthquake,0.17,0.31,0.006,3,reviewed,nc,nc
2020-02-13T19:07:19.100Z,35.9055,-117.7455,9.47,0.7,ml,8,117,0.07315,0.07,ci,ci39070567,2020-02-13T19:10:50.358Z,"15km ESE of Little Lake, CA",earthquake,0.27,1,0.153,4,automatic,ci,ci
2020-02-13T19:03:52.510Z,33.7105,-117.3353333,-0.53,0.88,ml,24,60,0.03634,0.19,ci,ci39070559,2020-02-13T19:24:31.017Z,"5km N of Lake Elsinore, CA",quarry blast,0.36,31.61,0.139,12,reviewed,ci,ci
2020-02-13T19:00:47.940Z,37.4183333,-118.5598333,1.49,2.7,ml,31,79,0.06511,0.07,nc,nc73340695,2020-02-15T01:26:02.978Z,"3km E of Round Valley, CA",earthquake,0.19,0.9,0.242,37,reviewed,nc,nc
2020-02-13T18:55:57.190Z,33.2175,-115.5596667,0.07,1.64,ml,8,104,0.06161,0.17,ci,ci39070535,2020-02-14T19:29:50.554Z,"4km WSW of Niland, CA",earthquake,0.33,1.21,0.094,2,reviewed,ci,ci
2020-02-13T18:54:58.010Z,37.4726667,-118.8481667,3.73,0.73,md,16,244,0.1181,0.02,nc,nc73340690,2020-02-13T21:26:03.603Z,"18km WSW of Toms Place, CA",earthquake,0.73,1.87,0.208,15,reviewed,nc,nc
2020-02-13T18:46:31.870Z,34.5391667,-119.7983333,6.08,1.8,ml,23,39,0.07253,0.18,ci,ci39070527,2020-02-13T19:20:22.490Z,"12km NNE of Goleta, CA",earthquake,0.25,0.91,0.16,17,reviewed,ci,ci
2020-02-13T18:33:18.518Z,67.3793,-163.9682,10,2.5,ml,,108,0.789,0.8,us,us70007plh,2020-02-14T00:26:09.040Z,"47km WSW of Noatak, Alaska",earthquake,4.7,2,0.046,61,reviewed,us,us
2020-02-13T18:24:07.370Z,35.631,-117.4481667,8.27,0.27,ml,10,118,0.04585,0.16,ci,ci37434437,2020-02-14T19:16:49.352Z,"16km SSW of Searles Valley, CA",earthquake,0.53,0.8,0.105,6,reviewed,ci,ci
2020-02-13T18:23:39.670Z,35.7668333,-117.5838333,8.34,0.74,ml,17,81,0.05005,0.16,ci,ci39070511,2020-02-14T19:20:19.877Z,"16km W of Searles Valley, CA",earthquake,0.28,0.68,0.135,7,reviewed,ci,ci
2020-02-13T18:20:37.530Z,36.626,-121.182,10.1,1.23,md,17,121,0.05426,0.17,nc,nc73340670,2020-02-14T23:41:02.896Z,"11km NNW of Pinnacles, CA",earthquake,0.56,1.01,0.283,10,reviewed,nc,nc
2020-02-13T18:17:30.908Z,-6.6297,130.5677,78.84,5.2,mb,,43,1.527,0.77,us,us70007pkg,2020-02-13T18:53:58.040Z,"167km NNW of Saumlaki, Indonesia",earthquake,8,6,0.061,88,reviewed,us,us
2020-02-13T18:16:20.290Z,19.1918335,-155.4498291,36.33,2.05,md,43,153,0.06715,0.12,hv,hv71381772,2020-02-13T18:19:41.060Z,"3km ESE of Pahala, Hawaii",earthquake,0.68,0.77,0.17,15,automatic,hv,hv
2020-02-13T18:10:14.645Z,61.176,-151.4305,73.8,1.5,ml,,,,0.48,ak,ak020212f83f,2020-02-13T18:17:53.695Z,"54km N of Nikiski, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-02-13T18:03:49.560Z,33.5971667,-116.8053333,7,0.68,ml,22,80,0.03459,0.19,ci,ci39070487,2020-02-13T18:07:29.887Z,"13km WNW of Anza, CA",earthquake,0.37,1.56,0.192,19,automatic,ci,ci
2020-02-13T17:49:18.980Z,24.2241,122.1366,28.12,4.7,mb,,76,0.497,0.98,us,us70007pk5,2020-02-14T03:39:24.688Z,"50km SE of Su'ao, Taiwan",earthquake,4.7,5.1,0.075,54,reviewed,us,us
2020-02-13T17:48:44.040Z,35.8725,-117.6873333,9.86,0.47,ml,13,80,0.081,0.16,ci,ci39070479,2020-02-13T18:41:38.046Z,"21km ESE of Little Lake, CA",earthquake,0.34,0.72,0.232,8,reviewed,ci,ci
2020-02-13T17:48:12.670Z,35.5395,-117.4486667,4.68,-0.35,ml,4,123,0.04818,0.04,ci,ci37259236,2020-02-13T18:47:19.755Z,"22km ESE of Ridgecrest, CA",earthquake,0.74,0.73,0.009,2,reviewed,ci,ci
2020-02-13T17:47:47.340Z,35.836,-117.6453333,6,-0.17,ml,3,241,0.04381,0.01,ci,ci37259228,2020-02-13T18:44:29.736Z,"23km WNW of Searles Valley, CA",earthquake,0.76,0.78,0.109,2,reviewed,ci,ci
2020-02-13T17:35:01.530Z,38.8266678,-122.8533325,1.72,0.94,md,18,74,0.01473,0.03,nc,nc73340660,2020-02-13T19:56:03.042Z,"10km WNW of The Geysers, CA",earthquake,0.22,0.59,0.09,3,automatic,nc,nc
2020-02-13T17:34:34.150Z,19.2180004,-155.4211731,32.3,2.34,ml,48,141,0.02961,0.13,hv,hv71381752,2020-02-13T17:40:07.860Z,"6km ENE of Pahala, Hawaii",earthquake,0.57,0.7,0.24,3,automatic,hv,hv
2020-02-13T17:32:21.050Z,35.6335,-117.5138333,9.72,0.07,ml,6,202,0.063,0.15,ci,ci39070471,2020-02-14T19:13:19.331Z,"15km E of Ridgecrest, CA",earthquake,2.51,0.93,0.074,4,reviewed,ci,ci
2020-02-13T17:24:42.640Z,18.89,-155.2363333,6.71,2.46,ml,35,267,0.3396,0.13,hv,hv71381737,2020-02-14T21:14:17.500Z,"43km SE of Pahala, Hawaii",earthquake,0.63,0.85,0.102,14,reviewed,hv,hv
2020-02-13T17:17:39.097Z,58.8725,-153.7386,10.9,2.1,ml,,,,0.51,ak,ak020211vd7f,2020-02-13T17:24:53.166Z,"118km SE of Old Iliamna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-13T17:17:04.506Z,-7.3924,128.5454,159.67,4.5,mb,,78,2.791,0.61,us,us70007pja,2020-02-13T17:43:44.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,10,10.4,0.113,23,reviewed,us,us
2020-02-13T17:16:46.396Z,37.9443,-118.1325,0.9,1.4,ml,6,157.87,0.424,0.1685,nn,nn00717067,2020-02-14T02:07:50.703Z,"66km NNE of Dixon Lane-Meadow Creek, California",earthquake,,5.2,0.88,5,reviewed,nn,nn
2020-02-13T17:13:21.070Z,38.8203316,-122.9511642,0.69,0.76,md,9,192,0.04176,0.07,nc,nc73340655,2020-02-13T17:49:02.763Z,"6km ENE of Cloverdale, CA",earthquake,0.67,1.69,0.15,3,automatic,nc,nc
2020-02-13T17:10:17.960Z,38.7956657,-122.7391663,2.25,0.15,md,6,115,0.01256,0.01,nc,nc73340650,2020-02-13T17:37:02.685Z,"2km NE of The Geysers, CA",earthquake,0.88,1.65,0.07,2,automatic,nc,nc
2020-02-13T17:09:19.880Z,36.0113333,-120.282,6.36,1.07,md,22,261,0.01074,0.07,nc,nc73340645,2020-02-14T01:51:05.595Z,"14km W of Avenal, CA",earthquake,0.6,0.44,0.137,6,reviewed,nc,nc
2020-02-13T17:08:37.508Z,-29.4389,-71.7056,43.03,4.7,mb,,96,0.627,0.64,us,us70007piw,2020-02-13T17:29:20.326Z,"66km NNW of Coquimbo, Chile",earthquake,5.8,13.1,0.058,91,reviewed,us,us
2020-02-13T16:54:09.100Z,36.2203333,-117.9126667,3.09,0.92,ml,15,128,0.1127,0.12,ci,ci39070455,2020-02-14T19:06:48.294Z,"11km SE of Olancha, CA",earthquake,0.24,0.68,0.15,7,reviewed,ci,ci
2020-02-13T16:37:10.890Z,17.985,-66.7641,13,2.59,md,12,188,0.1155,0.19,pr,pr2020044018,2020-02-14T02:17:25.320Z,"5km WSW of Tallaboa, Puerto Rico",earthquake,1.05,0.39,0.33,7,reviewed,pr,pr
2020-02-13T16:31:13.930Z,38.800499,-122.8170013,4.59,0.55,md,8,96,0.01266,0.01,nc,nc73340640,2020-02-13T16:55:03.436Z,"6km WNW of The Geysers, CA",earthquake,0.75,2.29,,1,automatic,nc,nc
2020-02-13T16:18:04.560Z,34.3428333,-116.8495,-1.41,1.03,ml,18,53,0.01896,0.16,ci,ci39070431,2020-02-14T19:04:02.416Z,"9km N of Big Bear City, CA",quarry blast,0.38,31.61,0.106,15,reviewed,ci,ci
2020-02-13T16:01:44.710Z,35.6485,-117.4855,8.46,1.31,ml,20,87,0.06471,0.17,ci,ci39070423,2020-02-13T17:42:38.120Z,"15km SSW of Searles Valley, CA",earthquake,0.33,0.86,0.221,17,reviewed,ci,ci
2020-02-13T15:58:54.130Z,47.0435,-113.1853333,6.1,0.16,md,11,183,0.137,0.06,mb,mb80381649,2020-02-13T17:00:33.140Z,"27km ESE of Seeley Lake, Montana",earthquake,0.86,1.58,0.262,3,reviewed,mb,mb
2020-02-13T15:57:16.546Z,-41.7069,174.3069,21.21,4.5,mb,,143,0.081,0.79,us,us70007ph5,2020-02-14T03:44:13.375Z,"36km SE of Blenheim, New Zealand",earthquake,2.7,4.9,0.241,8,reviewed,us,us
2020-02-13T15:54:36.470Z,46.852,-121.7548333,1.2,0.66,ml,13,73,,0.09,uw,uw61573947,2020-02-13T19:59:22.610Z,"28km NNW of Packwood, Washington",earthquake,0.28,0.48,0.163510434,5,reviewed,uw,uw
2020-02-13T15:53:26.990Z,38.8149986,-122.7959976,3.45,0.78,md,18,42,0.007041,0.02,nc,nc73340625,2020-02-13T18:08:02.999Z,"5km NW of The Geysers, CA",earthquake,0.28,0.64,0.08,3,automatic,nc,nc
2020-02-13T15:51:02.970Z,33.5916667,-116.8051667,5.2,0.59,ml,20,78,0.03434,0.13,ci,ci39070415,2020-02-13T17:41:51.069Z,"13km WNW of Anza, CA",earthquake,0.23,0.97,0.088,10,reviewed,ci,ci
2020-02-13T15:44:46.660Z,39.4254,-119.9306,8.5,0.6,ml,7,124.4,0.156,0.1092,nn,nn00717100,2020-02-14T02:08:07.355Z,"9km S of Mogul, Nevada",earthquake,,3.3,0.52,4,reviewed,nn,nn
2020-02-13T15:38:47.953Z,51.2485,-174.9772,38.34,4.2,mb,,185,1.07,1.03,us,us70007ph1,2020-02-13T22:23:07.337Z,"118km SSW of Atka, Alaska",earthquake,6.7,7.9,0.065,76,reviewed,us,us
2020-02-13T15:30:47.366Z,51.12,-174.9828,38.83,4.1,mb,,190,1.048,0.92,us,us70007pqb,2020-02-14T18:10:52.040Z,"131km SSW of Atka, Alaska",earthquake,4.8,10.7,0.08,43,reviewed,us,us
2020-02-13T15:29:39.818Z,51.1051,-174.9299,49.23,4.1,mb,,202,1.079,0.66,us,us70007pq5,2020-02-14T17:40:09.706Z,"131km SSW of Atka, Alaska",earthquake,3.8,13.5,0.111,26,reviewed,us,us
2020-02-13T15:26:27.840Z,51.3502,-174.9986,38.89,5,mb,,130,0.859,0.85,us,us70007pgu,2020-02-14T17:22:58.040Z,"109km SSW of Atka, Alaska",earthquake,5.7,6.7,0.029,383,reviewed,us,us
2020-02-13T15:23:29.540Z,38.8115005,-122.7914963,2.26,0.54,md,8,91,0.004614,0.02,nc,nc73340620,2020-02-13T15:57:05.336Z,"5km NW of The Geysers, CA",earthquake,0.54,0.56,,1,automatic,nc,nc
2020-02-13T15:19:47.340Z,38.8093338,-122.7956696,2.75,0.78,md,20,44,0.001394,0.03,nc,nc73340610,2020-02-13T15:34:03.194Z,"5km NW of The Geysers, CA",earthquake,0.27,0.48,0.09,3,automatic,nc,nc
2020-02-13T15:17:25.408Z,-11.5412,113.221,10,4.8,mb,,152,3.186,0.47,us,us70007pgl,2020-02-13T16:07:33.040Z,"South of Java, Indonesia",earthquake,8.5,1.9,0.087,44,reviewed,us,us
2020-02-13T15:11:47.390Z,33.4945,-116.7911667,6.88,0.4,ml,20,57,0.0194,0.11,ci,ci39070391,2020-02-13T19:09:47.513Z,"9km NE of Aguanga, CA",earthquake,0.17,0.53,0.059,6,reviewed,ci,ci
2020-02-13T15:06:24.530Z,35.8408333,-117.6565,4.86,1.65,ml,19,111,0.05408,0.16,ci,ci39070383,2020-02-13T15:10:12.998Z,"24km WNW of Searles Valley, CA",earthquake,0.35,0.61,0.17,26,automatic,ci,ci
2020-02-13T14:59:57.441Z,35.8464,-116.5934,10.9,1.3,ml,8,70.81,0.253,0.2033,nn,nn00717060,2020-02-14T02:07:49.371Z,"65km N of Fort Irwin, California",earthquake,,5.2,0.06,3,reviewed,nn,nn
2020-02-13T14:45:47.598Z,61.3974,-146.444,16.9,2.2,ml,,,,0.79,ak,ak020210932k,2020-02-13T14:56:23.770Z,"30km N of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-13T14:43:25.748Z,61.2133,-140.7263,0,1.7,ml,,,,0.44,ak,ak0202108lyf,2020-02-13T14:53:12.656Z,"158km NE of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-13T14:38:12.230Z,38.8195,-122.7983322,2.36,1.25,md,27,30,0.009963,0.03,nc,nc73340595,2020-02-13T16:52:02.418Z,"6km NW of The Geysers, CA",earthquake,0.22,0.39,0.11,4,automatic,nc,nc
2020-02-13T14:30:53.780Z,36.57816667,-98.40233333,7.51,1.68,ml,23,105,0.100780224,0.1,ok,ok2020dbrj,2020-02-13T17:37:03.919Z,"12km WNW of Helena, Oklahoma",earthquake,,0.3,0.17,5,reviewed,ok,ok
2020-02-13T14:26:02.644Z,36.7662,-116.2577,9.1,-0.1,ml,14,71.69,0.053,0.0772,nn,nn00717059,2020-02-14T02:07:47.848Z,"47km ESE of Beatty, Nevada",earthquake,,1.2,0.71,4,reviewed,nn,nn
2020-02-13T14:25:57.250Z,19.2103329,-155.4651642,35.63,2.21,md,39,105,0.04953,0.11,hv,hv71381642,2020-02-13T14:29:38.820Z,"1km ENE of Pahala, Hawaii",earthquake,0.69,0.77,0.31,7,automatic,hv,hv
2020-02-13T14:20:44.260Z,38.828167,-122.8118362,1.92,0.79,md,19,42,0.00496,0.02,nc,nc73340590,2020-02-13T16:26:04.262Z,"7km NW of The Geysers, CA",earthquake,0.2,0.51,0.08,3,automatic,nc,nc
2020-02-13T14:16:49.170Z,35.6663333,-117.4781667,1.24,0.8,ml,10,166,0.1688,0.15,ci,ci39070367,2020-02-13T14:20:27.306Z,"13km SSW of Searles Valley, CA",earthquake,0.48,0.8,0.121,7,automatic,ci,ci
2020-02-13T14:16:17.458Z,59.8471,-152.4875,78.1,1.6,ml,,,,0.36,ak,ak0202102t01,2020-02-13T14:28:24.512Z,"37km WNW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-13T14:07:39.781Z,51.5569,177.275,50.83,4.9,mb,,169,1.279,1.09,us,us70007pex,2020-02-13T14:33:05.836Z,"64km SSW of Kiska Volcano, Alaska",earthquake,5.2,10,0.044,159,reviewed,us,us
2020-02-13T14:06:50.910Z,33.1711667,-116.4568333,7.38,0.83,ml,29,67,0.1023,0.21,ci,ci39070351,2020-02-13T19:54:03.297Z,"12km SW of Borrego Springs, CA",earthquake,0.31,1.02,0.179,7,reviewed,ci,ci
2020-02-13T13:59:03.810Z,38.8018333,-122.811,1.7,0.2,md,4,113,0.01371,0.02,nc,nc73340585,2020-02-14T01:35:03.497Z,"6km WNW of The Geysers, CA",earthquake,1.12,1.34,,1,reviewed,nc,nc
2020-02-13T13:58:03.800Z,38.5783333,-112.6508333,5.28,0.45,md,8,189,0.1626,0.04,uu,uu60359942,2020-02-13T15:48:19.140Z,"33km N of Beaver, Utah",earthquake,1.2,2.63,0.541,4,reviewed,uu,uu
2020-02-13T13:49:55.350Z,38.8011665,-122.8168335,2.72,0.79,md,11,111,0.01623,0.03,nc,nc73340580,2020-02-13T14:04:02.631Z,"6km WNW of The Geysers, CA",earthquake,0.4,0.75,0.06,4,automatic,nc,nc
2020-02-13T13:45:59.038Z,62.7929,-148.9206,6.1,2,ml,,,,0.7,ak,ak02020znofo,2020-02-13T13:51:05.188Z,"66km S of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-13T13:43:18.850Z,35.831,-117.6693333,6.12,1.54,ml,23,66,0.06032,0.2,ci,ci39070327,2020-02-13T13:53:58.930Z,"23km N of Ridgecrest, CA",earthquake,0.34,0.85,0.171,24,automatic,ci,ci
2020-02-13T13:38:58.110Z,34.8441667,-118.1291667,9.03,1.21,ml,38,42,0.08881,0.13,ci,ci39070319,2020-02-13T18:58:07.020Z,"4km SE of Rosamond, CA",earthquake,0.14,0.44,0.177,20,reviewed,ci,ci
2020-02-13T13:33:24.199Z,34.96783333,-97.71266667,7,1.93,ml,31,70,0.107078987,0.23,ok,ok2020dbpm,2020-02-13T17:03:19.196Z,"17km NW of Lindsay, Oklahoma",earthquake,,0.6,0.22,5,reviewed,ok,ok
2020-02-13T13:20:28.720Z,38.7946663,-122.8358307,13.8,0.14,md,6,217,0.001466,0.01,nc,nc73340570,2020-02-13T15:45:05.261Z,"7km WNW of The Geysers, CA",earthquake,2.67,7.68,,1,automatic,nc,nc
2020-02-13T13:12:38.090Z,34.0126667,-117.2098333,15.72,0.74,ml,33,61,0.07203,0.17,ci,ci39070303,2020-02-13T18:20:54.479Z,"5km SSW of Redlands, CA",earthquake,0.22,0.5,0.22,15,reviewed,ci,ci
2020-02-13T13:12:03.921Z,60.5492,-142.6857,24,1.1,ml,,,,0.45,ak,ak02020zghhk,2020-02-13T13:14:37.736Z,"55km NNW of Cape Yakataga, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-13T13:08:40.970Z,34.5511667,-116.492,2.07,1.04,ml,20,59,0.1431,0.12,ci,ci39070295,2020-02-13T19:02:05.096Z,"36km WSW of Ludlow, CA",earthquake,0.19,0.7,0.076,9,reviewed,ci,ci
2020-02-13T13:02:52.120Z,32.815,-116.1395,9.56,1.02,ml,20,83,0.04247,0.22,ci,ci39070287,2020-02-13T15:44:32.215Z,"16km WNW of Ocotillo, CA",earthquake,0.37,0.82,0.099,6,reviewed,ci,ci
2020-02-13T13:01:14.730Z,35.0025,-97.8255,7,1.47,ml,16,78,0.181764332,0.25,ok,ok2020dbok,2020-02-13T18:02:51.784Z,"10km NE of Ninnekah, Oklahoma",earthquake,,0.9,0.08,7,reviewed,ok,ok
2020-02-13T12:59:42.370Z,35.8585,-117.6561667,12.57,0.36,ml,8,102,0.06397,0.09,ci,ci39070279,2020-02-13T13:03:12.153Z,"24km ESE of Little Lake, CA",earthquake,0.39,0.83,0.03,3,automatic,ci,ci
2020-02-13T12:58:15.403Z,57.2391,-156.8169,0,2.7,ml,,,,1.06,ak,ak02020z4xs6,2020-02-13T13:05:55.713Z,"161km S of King Salmon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-13T12:55:47.390Z,35.8283333,-116.6003333,0.75,3.15,ml,31,75,0.2735,0.2,ci,ci39070271,2020-02-14T02:07:46.445Z,"34km W of Tecopa, CA",earthquake,0.21,0.88,0.153,78,reviewed,ci,ci
2020-02-13T12:52:30.450Z,38.8328323,-122.8119965,1.99,0.56,md,14,62,0.009542,0.01,nc,nc73340560,2020-02-13T15:04:03.007Z,"8km W of Cobb, CA",earthquake,0.28,0.78,,1,automatic,nc,nc
2020-02-13T12:51:04.390Z,52.073,-176.1346667,0.27,0.62,ml,5,119,0.01971,0.04,av,av70870339,2020-02-14T02:33:45.580Z,"41km ENE of Adak, Alaska",earthquake,0.35,0.45,0.177,5,reviewed,av,av
2020-02-13T12:51:01.620Z,52.0746667,-176.1281667,-0.17,0.35,ml,4,186,0.02298,0.01,av,av70870344,2020-02-14T02:34:46.660Z,"42km ENE of Adak, Alaska",earthquake,0.58,0.59,0.194,4,reviewed,av,av
2020-02-13T12:48:08.490Z,17.8211,-66.8586,2,2.92,md,9,242,0.1554,0.09,pr,pr2020044017,2020-02-13T14:46:04.999Z,"17km SSE of Guanica, Puerto Rico",earthquake,0.66,0.39,0.15,4,reviewed,pr,pr
2020-02-13T12:29:03.040Z,55.4636667,-161.8463333,28.12,0.31,ml,7,184,0.07299,0.1,av,av70870334,2020-02-14T02:31:44.060Z,"63km ENE of Cold Bay, Alaska",earthquake,1.11,0.75,0.219,7,reviewed,av,av
2020-02-13T12:10:16.100Z,33.0406667,-116.4181667,10.22,0.59,ml,21,75,0.06899,0.18,ci,ci39070263,2020-02-13T18:35:39.166Z,"18km ESE of Julian, CA",earthquake,0.28,0.7,0.235,6,reviewed,ci,ci
2020-02-13T12:08:15.410Z,38.8153343,-122.8164978,2.98,0.55,md,8,81,0.009485,0.01,nc,nc73340550,2020-02-13T14:11:03.673Z,"7km NW of The Geysers, CA",earthquake,0.54,1.42,,1,automatic,nc,nc
2020-02-13T12:03:11.690Z,31.7776667,-115.9126667,10.04,2.33,ml,10,154,0.2284,0.21,ci,ci39070255,2020-02-13T16:17:51.424Z,"62km E of Maneadero, B.C., MX",earthquake,0.59,1.24,0.13,31,reviewed,ci,ci
2020-02-13T12:01:29.589Z,36.38883333,-99.13916667,4.94,1.55,ml,19,120,0.140372454,0.18,ok,ok2020dbml,2020-02-13T20:43:53.185Z,"8km SE of Mooreland, Oklahoma",earthquake,,0.7,0.24,6,reviewed,ok,ok
2020-02-13T12:00:03.580Z,38.8171654,-122.8150024,2.89,0.57,md,13,57,0.007316,0.01,nc,nc73340545,2020-02-13T13:45:03.516Z,"7km NW of The Geysers, CA",earthquake,0.38,0.92,0.02,2,automatic,nc,nc
2020-02-13T11:58:19.450Z,38.8118324,-122.8146667,3,2.18,md,43,56,0.01172,0.05,nc,nc73340540,2020-02-13T20:00:44.095Z,"6km NW of The Geysers, CA",earthquake,0.18,0.3,0.09,16,automatic,nc,nc
2020-02-13T11:51:24.610Z,35.7366667,-117.5263333,5.06,0.71,ml,11,163,0.09786,0.15,ci,ci39070247,2020-02-13T14:49:16.279Z,"12km WSW of Searles Valley, CA",earthquake,0.56,0.93,0.196,8,reviewed,ci,ci
2020-02-13T11:42:05.750Z,33.1983337,-116.314003,12.38,0.76,ml,19,95,0.05063,0.14,ci,ci39070239,2020-02-13T11:45:36.693Z,"9km SE of Borrego Springs, CA",earthquake,0.44,1.06,0.157,2,automatic,ci,ci
2020-02-13T11:41:38.190Z,35.9053333,-117.6848333,2.3,0.69,ml,13,76,0.05086,0.08,ci,ci39070231,2020-02-13T11:45:13.739Z,"20km E of Little Lake, CA",earthquake,0.17,0.36,0.148,9,automatic,ci,ci
2020-02-13T11:38:28.600Z,19.2255001,-155.408493,31.18,1.91,md,32,144,0.01583,0.15,hv,hv71381567,2020-02-13T11:41:37.980Z,"7km ENE of Pahala, Hawaii",earthquake,0.66,1.19,0.08,6,automatic,hv,hv
2020-02-13T11:35:25.151Z,62.8469,-149.5407,77.8,1.7,ml,,,,0.41,ak,ak02020yeldr,2020-02-13T11:38:38.628Z,"65km NNE of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-02-13T11:31:57.133Z,39.5272,-120.611,9.2,0.6,ml,11,117.04,0.252,0.1929,nn,nn00717075,2020-02-14T02:08:02.410Z,"18km E of Downieville, California",earthquake,,6.5,0.26,3,reviewed,nn,nn
2020-02-13T11:19:32.110Z,19.2211666,-155.4078369,32.25,2.54,ml,57,143,0.01896,0.15,hv,hv71381552,2020-02-13T11:25:08.570Z,"7km ENE of Pahala, Hawaii",earthquake,0.5,0.63,2.33,15,automatic,hv,hv
2020-02-13T11:15:38.840Z,17.845,-66.8508,9,2.9,md,11,236,0.1332,0.11,pr,pr2020044015,2020-02-13T12:16:40.819Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.49,0.63,0.21,3,reviewed,pr,pr
2020-02-13T11:09:22.080Z,36.6850014,-121.2878342,6.55,2.06,md,20,107,0.03069,0.13,nc,nc73340535,2020-02-13T13:03:04.409Z,"12km SSE of Tres Pinos, CA",earthquake,0.4,0.96,0.17,19,automatic,nc,nc
2020-02-13T11:08:19.600Z,38.7789993,-122.7223358,1.67,0.75,md,7,93,0.01202,0.01,nc,nc73340530,2020-02-13T12:48:02.309Z,"3km W of Anderson Springs, CA",earthquake,0.4,1.2,0.33,2,automatic,nc,nc
2020-02-13T11:05:32.390Z,17.9738,-66.8675,14,3.2,md,11,199,0.0118,0.09,pr,pr2020044014,2020-02-13T12:50:18.820Z,"2km ESE of Maria Antonia, Puerto Rico",earthquake,0.8,0.47,0.09,4,reviewed,pr,pr
2020-02-13T10:52:56.350Z,17.8466,-66.859,5,3.1,md,11,254,0.1301,0.09,pr,pr2020044013,2020-02-13T11:41:46.597Z,"14km SSE of Guanica, Puerto Rico",earthquake,0.59,0.32,0.34,6,reviewed,pr,pr
2020-02-13T10:46:19.780Z,34.3236667,-118.4501667,5,1.96,ml,67,21,0.03632,0.24,ci,ci39070223,2020-02-13T16:37:53.780Z,"5km NNW of Pacoima, CA",earthquake,0.17,0.34,0.124,19,reviewed,ci,ci
2020-02-13T10:44:37.280Z,35.941,-117.6943333,3.32,1.49,ml,18,65,0.03632,0.12,ci,ci39070215,2020-02-13T15:39:58.185Z,"19km E of Little Lake, CA",earthquake,0.17,0.48,0.152,9,reviewed,ci,ci
2020-02-13T10:37:42.040Z,19.2071667,-155.4129944,33.07,2.33,md,39,156,0.03354,0.12,hv,hv71381527,2020-02-13T10:41:03.270Z,"7km E of Pahala, Hawaii",earthquake,0.63,0.72,0.21,8,automatic,hv,hv
2020-02-13T10:33:44.492Z,45.6313,148.9293,144,7,mww,,35,4.477,0.84,us,us70007pa9,2020-02-14T10:39:06.323Z,"93km ENE of Kuril'sk, Russia",earthquake,7.8,1.9,0.027,131,reviewed,us,us
2020-02-13T10:27:14.810Z,35.9328333,-117.6873333,3.62,1.01,ml,13,61,0.03355,0.25,ci,ci39070207,2020-02-13T10:30:53.744Z,"20km E of Little Lake, CA",earthquake,0.56,1.74,0.213,12,automatic,ci,ci
2020-02-13T10:22:39.690Z,19.2188339,-155.4364929,33.31,1.92,md,47,129,0.04126,0.12,hv,hv71381522,2020-02-13T10:25:59.800Z,"4km ENE of Pahala, Hawaii",earthquake,0.58,0.72,0.27,11,automatic,hv,hv
2020-02-13T10:16:07.844Z,-5.5849,153.0788,10,5.2,mb,,65,1.657,1.14,us,us70007pa5,2020-02-13T10:31:17.040Z,"123km S of Taron, Papua New Guinea",earthquake,8.7,1.9,0.092,39,reviewed,us,us
